,word,meaning,urls
3673,fǝkīr,beggar,
3674,fǝkīr,homeless person,
3675,fǝkīr,vagrant,
3676,fǝriftι karun,attracted,
3677,fǝriftι karun,fascinated,
3678,fǝriftι karun,engrossed,
3679,fǝriftι karun,mesmerized,
3680,fǝrištι,angel,
3681,fǝrištι,cherub,
3682,fǝrištι,cupid,
3683,firkι,clan,
3684,firkι,tribe,
3685,firkι,kinfolk,
3686,firkι,family,
3687,firkι,race,
3688,firkι,people,
3689,firkι,band,
3690,firkι,community,
3691,fuzūl,useless,
3692,fuzūl,ineffective,
3693,fuzūl,hopeless,
3694,fuzūl,of no use,
3695,fursat,break,
3696,fursat,chance,
3697,fursat,vacation,
3698,fursat,time off,
3699,fōran,instantly,
3700,fōran,at once,
3701,fōran,immediately,
3702,fōran,instantaneously,
3703,fιlēnʸ,referring to particular person,
3704,fə̄nī,mortal,
3705,fə̄nī,earthly,
3706,fə̄nī,worldly,
3707,fə̄nī,human,
3708,fə̄nī,life-threatening,
3709,fə̄slι karun,decide,
3710,fə̄slι karun,make a decision,
3711,fə̄slι karun,come to a decision,
3712,fə̄slι karun,choose,
3713,fə̄slι karun,settle on,
3714,fə̄slι karun,fix on,
3715,fə̄slι,decision,
3716,fə̄slι,choice,
3717,fə̄slι,judgment,
3718,fə̄slι,resolution,
3719,fə̄slι,assessment,
3720,fə̄slι,evaluation,
3721,fə̄slι,distance,
3722,fə̄slι,detachment,
3723,fə̄slι,remoteness,
3724,fə̄slι,reserve,
3725,fə̄slι,space,
3726,fə̄ydιmand,usefulness,
3727,fə̄ydιmand,helpfulness,
3728,fə̄ydιmand,effectiveness,
3729,fə̄ydιmand,efficacy,
3730,fə̄ydιmand,worth,
3731,gabι,quilt,
3732,gabι,woolen mat,
3733,gaḍur,goiter,
3734,gāḍ,fish,
3735,gāḍhāⁿzʸen,fisherwoman,
3736,gagar ʦʰal,trap to catch rats,
3737,gāḍιhə̄ⁿz,fisherman,
3738,gagrāy,thunder,
3739,gagrāy,rumble,
3740,gagrāy,noise after a flash of light,
3741,gagur,mouse,
3742,gagur,rat,
3743,gagιr,mice,
3744,gal,cheeks,
3745,galah,grain,
3746,gǝj,oven,
3747,galat,false,
3748,galat,fake,
3749,galat,untrue,
3750,galīz,filth,
3751,galāzat,filth,
3752,galāzat,dirt,
3753,galāzat,indignity,
3754,gālib yun,prevail,
3755,gālib yun,succeed,
3756,gālib yun,win through,
3757,galtī,mistake,
3758,galtī,fault,
3759,galtī,blunder,
3760,galun,decrease,
3761,galun,reduce,
3762,galun,diminish,
3763,galun,lessen,
3764,galun,decline,
3765,galun,shrink,
3766,galun,drop off,
3767,gālun,melt,
3768,gālun,dissolve,
3769,gālun,soften,
3770,gālun,liquefy,
3771,galwān,thug,
3772,galwān,bandit,
3773,galwān,criminal,
3774,galwān,heavy,
3775,galwān,hooligan,
3776,galwān,offender,
3777,galwān,lawbreaker,
3778,galitʰ gaʦʰun,disappear,
3779,galitʰ gaʦʰun,melt away,
3780,galitʰ gaʦʰun,vanish,
3781,galitʰ gaʦʰun,dissipate,
3782,gam barun,to grieve,
3783,gam barun,mourn,
3784,gam barun,feel sad,
3785,gam barun,be sad,
3786,gam kāsun,to remove grief,
3787,gam kʰʸun,to grieve,
3788,gam kʰʸun,mourn,
3789,gam kʰʸun,feel sad,
3790,gam kʰʸun,be sad,
3791,gamgīn,distressed,
3792,gamgīn,upset,
3793,gamgīn,troubled,
3794,gamgīn,concerned,
3795,gamgīn,worried,
3796,gamgīn,unhappy,
3797,gamgīn,bothered,
3798,gām,village,
3799,gām,rural community,
3800,gām,township,
3801,gamgīn āsun,upset,
3802,gamgīn āsun,worried,
3803,gamgīn āsun,unhappy,
3804,gamlι,vase,
3805,gamlι,bud vase,
3806,gamlι,urn,
3807,gān,underground,
3808,gān,ground floor,
3809,gam,sad,
3810,gam,cheerless,
3811,gam,depressing,
3812,gam,distressing,
3813,gam,miserable,
3814,gam,gloomy,
3815,gaⁿḍ,joint,
3816,gaⁿḍ,linkage,
3817,gaⁿḍ,bone joint,
3818,gaⁿḍ,knot,
3819,gaⁿḍun,betrothal,
3820,gaⁿḍun,engagement,
3821,gaⁿḍun,commitment,
3822,gaⁿḍι,onion,
3823,gāⁿgal karin,to interrupt,
3824,gannι,sugarcane,
3825,gāⁿgal,interruption,
3826,ganhar,a kind of candied sugar with poppy seeds,
3827,gāⁿṭ,eagle,
3828,gāⁿṭ,kite,
3829,ganṭι,hour,
3830,ganun,to be thick,
3831,ganun,condense,
3832,ganun,congeal,
3833,gaⁿzrāwun,to count,
3834,gaⁿzrāwun,add up,
3835,gaⁿzrāwun,count up,
3836,gaⁿzrāwun,calculate,
3837,gār,cave,
3838,gār,cavern,
3839,gār,den,
3840,gār,grotto,
3841,garbι,womb,
3842,garībī,poverty,
3843,garībī,neediness,
3844,garībī,hardship,
3845,garībī,deprivation,
3846,gardan,neck,
3847,garm,heat,
3848,garm,high temperature,
3849,garm,warmth,
3850,garmī,warm,
3851,garmī,temperate,
3852,garmī,hot,
3853,garmī,affectionate,
3854,garmī,loving,
3855,garmāwun,to heat,
3856,garmāwun,blaze,
3857,garmāwun,boil over,
3858,garmī danι,herpes,
3859,garoh,group,
3860,garoh,group of pupils,
3861,garoh,course group,
3862,garun,sharpen,
3863,garun,cut,
3864,garun,file,
3865,garι pǝṭʰʸ,groom who has to live with his inlaws,
3866,garmi,scabies,
3867,garmi,itching skin disease,
3868,garι,house,
3869,garι,dwelling,
3870,garι,residence,
3871,garι,place of abode,
3872,garιd,dust,
3873,garιd,dirt,
3874,gāš,light,
3875,gāš,day time,
3876,garιwājenʸ,wife,
3877,garιwōl,house holder,
3878,gašt,walking,
3879,gašt,on foot,
3880,gašt,under your own steam,
3881,gassι kʰʸun,graze,
3882,gaštι karun,walk about,
3883,gaštι karun,roaming,
3884,gāsι lōw,hay,
3885,gat karin,revolve,
3886,gat karin,rotate,
3887,gat karin,circle,
3888,gat karin,turn around,
3889,gat karin,gyrate,
3890,gāṭa dʸun,teach,
3891,gāṭa dʸun,to impart knowledge,
3892,gāṭa dʸun,educate,
3893,gāsι,grass,
3894,gat,turning round,
3895,gat,revolving,
3896,gat,going round,
3897,gātṭʰ,landing-place,
3898,gāṭul,wise,
3899,gāṭul,clever,
3900,gāṭul,bright,
3901,gāṭul,intelligent,
3902,gāṭul,smart,
3903,gāṭul,knowledgeable,
3904,gāṭul,intellectual,
3905,gāṭul,quick,
3906,gāṭul,witty,
3907,gaṭι,darkness,
3908,gaṭι,night,
3909,gaṭι,gloom,
3910,gaṭι,dimness,
3911,gaṭι,shadows,
3912,gatι,revolution,
3913,gatι,rotation,
3914,gatι,spin,
3915,gatι,cycle,
3916,gatι,gyration,
3917,gāṭιjār,vigilance,
3918,gāṭιjār,watchfulness,
3919,gāṭιjār,care,
3920,gāṭιjār,caution,
3921,gāṭιjār,attention,
3922,gāṭιjār,observation,
3923,gāṭιjār,alertness,
3924,gāṭιjār,awareness,
3925,gāṭιj,intelligent,
3926,gāṭιj,insightful,
3927,gāṭιj,quick,
3928,gaš,faint,
3929,gaš,giddy,
3930,gaš,fall unconscious,
3931,gaʦʰ,depart,
3932,gaʦʰ,leave,
3933,gaʦʰ,make tracks,
3934,gaʦʰ,disappear,
3935,gaʦʰ,set out,
3936,gaʦʰ,move off,
3937,gaʦʰ,proceed,
3938,gaʦʰ,advance,
3939,gaʦʰ,go forward,
3940,gāv,cow,
3941,gaʦʰun,pass,
3942,gaʦʰun,go by,
3943,gaʦʰun,bypass,
3944,gaʦʰun,leave behind,
3945,gawā dinιwōl,witness,
3946,gawā dinιwōl,onlooker,
3947,gawā dinιwōl,spectator,
3948,gawā dinιwōl,eyewitness,
3949,gawāh,witness,
3950,gawāh,onlooker,
3951,gawāh,spectator,
3952,gawāh,eyewitness,
3953,gawāy,minstrel,
3954,gawə̄hī,testimony,
3955,gawə̄hī,proof,
3956,gawə̄hī,evidence,
3957,gawə̄hī,indication,
3958,gaz,yard,
3959,gazabnāk,furious,
3960,gazabnāk,fuming,
3961,gawə̄hī,to witness,
3962,gawə̄hī,behold,
3963,gawə̄hī,view,
3964,gāzιr,carrot,
3965,gazab,wrath,
3966,gazab,temper,
3967,gazab,anger,
3968,gazab,rage,
3969,gɔḍ,ankle,
3970,gɔḍι,commencement,
3971,gɔḍι,beginning,
3972,gɔḍι,origination,
3973,gɔḍι,start,
3974,gɔḍι,instigation,
3975,gɔḍι,inauguration,
3976,gɔḍ,root,
3977,gɔḍ,origin,
3978,gɔḍ,stem,
3979,gɔdιkor,anklet,
3980,gɔgιj,turnip,
3981,gɔlāb,rose,
3982,gɔlāb,a kind of flower,
3983,gɔtι diyun,dive,
3984,gɔtι diyun,jump,
3985,gɔtι diyun,go underwater,
3986,gɔtι diyun,submerge,
3987,gɔpʰ,cave,
3988,gɔpʰ,den,
3989,gɔpʰ,cavern,
3990,gɔpʰ,grotto,
3991,gɔlə̄mi,slavery,
3992,gɔlə̄mi,bondage,
3993,gɔlə̄mi,drudgery,
3994,gɔlām,slave,
3995,gɔlām,person without freedom,
3996,gɔtι,dip,
3997,gɔtι,sink,
3998,gɔtι,douse,
3999,gɔtι,submerge,
4000,gɔtι,duck,
4001,gehnι,ornament,
4002,gehnι,adornment,
4003,gērι karun,surround,
4004,gērι karun,border,
4005,gērι karun,enfold,
4006,gērι karun,encircle,
4007,gēlun,mock,
4008,gēlun,laugh at,
4009,gēlun,poke fun at,
4010,gēlun,tease,
4011,genʸ,wrinkle,
4012,genʸ,fold,
4013,genʸ,crumple,
4014,genʸ,crinkle,
4015,gǝr,clock,
4016,gǝr,watch,
4017,gǝr,timepiece,
4018,gǝr,wrist watch,
4019,gͻʦι,cocoon,
4020,gͻʦι,wrap insect larvae in silk thread,
4021,gǝv,ghee,
4022,gǝv,clarified butter,
4023,gewān,singing,
4024,gewān,playing,
4025,gewān,in performance,
4026,gewān,on stage,
4027,gewan dǝhar,minstrel,
4028,gewun,song,
4029,gilāf,cover,
4030,gilāf,sheath,
4031,gilāf,casing,
4032,gilāf,wrapper,
4033,gilāsι,cherry,
4034,gilāsι,tumbler,
4035,gilāsι,glass,
4036,gilhari,squirrel,
4037,gilāsι kul,cherry tree,
4038,gindun,occupy yourself in sport,
4039,gindun,have fun,
4040,giriftār karun,entangle,
4041,giriftār karun,trap,
4042,giriftār karun,entrap,
4043,giriftār karun,catch up,
4044,giriftār,grab,
4045,giriftār,grab hold of,
4046,giriftār,get hold of,
4047,giriftār,arrest,
4048,gob,heavy,
4049,gob,weighty,
4050,gober,dear son,
4051,gober,child or the like,
4052,gēlun,to ridicule,
4053,gobʸer,deafness,
4054,gobιr,dear daughter,
4055,gobιr,or the likw,
4056,god karun,pierce,
4057,god karun,prick,
4058,god karun,penetrate,
4059,god karun,perforate,
4060,god karun,puncture,
4061,gonah,sin,
4062,gonah,offense,
4063,gonah,failing,
4064,gonah,crime,
4065,gonah,wrongdoing,
4066,gōl,spherical,
4067,gōl,round,
4068,gōl,sphere-shaped,
4069,gōl,circular,
4070,gōⁿd,glue,
4071,god,aperture,
4072,god,hole,
4073,god,opening,
4074,goḍnʸuk,first,
4075,goḍnʸuk,original,
4076,goḍnʸuk,foremost,
4077,goḍnʸuk,earliest,
4078,gōr karun,consider,
4079,gōr karun,think,
4080,gōr karun,think about,
4081,gōr karun,mull over,
4082,gōr karun,reflect on,
4083,gōr karun,deliberate,
4084,gōr karun,take into account,
4085,gōr,saint,
4086,gōr,priest (Hindu),
4087,gōr,thick brown sugar,
4088,gōr,molasses,
4089,goš,inattentive,
4090,goš,forgetful,
4091,goš,distracted,
4092,goš,absentminded neglectful scatterbrained,
4093,gālun,to cause to melt,
4094,graⁿd,calculation,
4095,graⁿd,estimate,
4096,graⁿd,sum,
4097,graⁿd,adding up,
4098,graⁿd,result,
4099,graṭṭι,mill,
4100,gosul,& v. bathe,
4101,gosul,clean,
4102,gosul,cleanse,
4103,gosul,wash,
4104,gratιkǝnʸ,grindstone,
4105,gōr,water chestnut,
4106,goṭ,dark,
4107,goṭ,dim,
4108,goṭ,shady,
4109,goṭ,shadowy,
4110,goṭ,gloomy,
4111,gə̄r,hernia,
4112,graṭιwōl,miller,
4113,grāv karin,blame,
4114,grāv karin,hold responsible,
4115,grāv karin,charge,
4116,grāv karin,accuse,
4117,grāv karin,point the finger at,
4118,grāv karin,hold accountable,
4119,grāv,complaint,
4120,grāv,objection,
4121,grāv,grouse,
4122,grāy,shaking,
4123,grāy,shaky,
4124,grāy,quivering,
4125,grāy,shivering,
4126,grazun,to roar,
4127,grazun,growl,
4128,grɔzun,melody,
4129,grɔzun,modify,
4130,grɔzun,chorus,
4131,grɔzun,rattle,
4132,grɔzun,rebound,
4133,grɔzun,echo,
4134,grɔzun,resound,
4135,grɔkʰ,swallow,
4136,grɔkʰ,gulp,
4137,grēd,vulture,
4138,grǝkι-divun,hot,
4139,grǝkι-divun,very hot,
4140,grǝkι-divun,broiling,
4141,grǝkān,boiling,
4142,grǝkān,steaming,
4143,grǝkʰ,boil,
4144,grǝkʰ,simmer,
4145,grǝkʰ,bubble,
4146,grǝkʰ,cook,
4147,grǝkʰ,heat,
4148,greⁿd,counting,
4149,grezān,reverberate,
4150,grezān,rebound,
4151,grezān,echo,
4152,grezān,resound,
4153,grezān,resonate,
4154,grīs bāy,cultivator of soil,
4155,grīs bāy,planter,
4156,grīs bāy,farmer,
4157,gēlun,to blame a person by making him ridiculous,
4158,grīsʸel,cultivation,
4159,grīsʸel,agriculture,
4160,grīsʸel,crop growing,
4161,grɔz,leg of calf,
4162,grīs,cultivator of soil,
4163,grīs,planter,
4164,grīs,farmer,
4165,grūs,agriculturist,
4166,grūs,farmer,
4167,grūs,cultivator,
4168,grūs,grower,
4169,grez,echo,
4170,grez,resonance,
4171,grez,reverberation,
4172,grez,boom,
4173,gilan,shake,
4174,gilan,stir,
4175,gilan,blend,
4176,gilan,mix,
4177,gilan,turning about,
4178,gudōm,tether,
4179,gudōm,a rope for tying an animal,
4180,grʸuhun,eclipse,
4181,gudə̄mis gaⁿḍun,to fasten with a tether,
4182,guh,dung,
4183,guh,compost,
4184,guh,manure,
4185,guh,ordure,
4186,grīstιl,agriculture,
4187,grīstιl,farming,
4188,grīstιl,cultivation,
4189,grīstιl,crop growing,
4190,guhun,pulverize,
4191,guhun,mash,
4192,guhun,pound,
4193,gulilāla,tulip,
4194,gulilāla,a type of flower,
4195,gūlʸ lāyin,to shoot,
4196,gūlʸ lāyin,fire ,
4197,gūlʸ lāyin,kill,
4198,gulʸmīṭ,kiss on hand,
4199,gumān karun,presume,
4200,gumān karun,speculate,
4201,gumān karun,imagine,
4202,gōr,molasses,
4203,gōr,treacle,
4204,gūmbǝz,resonance,
4205,gūmbǝz,reverberation,
4206,gūmbǝz,boom,
4207,gujur,cowherd,
4208,gul,wrist,
4209,guh,cow-dung; buffalo-dung,
4210,gūlʸ,a bullet,
4211,gumrah karun,mislead,
4212,gumrah karun,misinform,
4213,gumrah karun,deceive,
4214,gunāhgār,criminal,
4215,gunāhgār,offender,
4216,gunāhgār,criminal,
4217,gunāhgār,lawbreaker,
4218,gumrah,astray,
4219,gumrah,off course,
4220,gumrah,lost,
4221,gumrah,off track,
4222,gūj,kernel,
4223,gūj,nut,
4224,gūj,seed,
4225,gūj,core,
4226,gujur,a man of a certain pastoral tribe which roams over the hills,
4227,gupan,herd,
4228,gur sawār,horse rider,
4229,gūlʸ,a bullet,
4230,gur,horse,
4231,gūr,milkman,
4232,gupan-gūr,cowherd,
4233,gupan-gūr,shepherd,
4234,gurin,mare,
4235,gūrʸ bāy,milkman’s wife,
4236,gurus,buttermilk,
4237,guzarwān,custom-officer,
4238,gutul,sufficient,
4239,gutul,adequate,
4240,gutul,an adequate amount of,
4241,gutul,enough,
4242,gūyin,stack,
4243,gūyin,mass,
4244,gūyin,load,
4245,guzrāwun,forward,
4246,guzrāwun,promote,
4247,guzrāwun,send on,
4248,guzrāwun,pass on,
4249,gōlι,bomb,
4250,gʸēwan bə̄t,song,
4251,gʸūr,vertigo,
4252,gʸūr,giddy,
4253,gʸūr,lightheaded,
4254,gʸūr,woozy,
4255,gʸūr,dizzy,
4256,gə̄bat,slander,
4257,gə̄bat,gossip,
4258,gə̄bat,a false and malicious statement about another,
4259,gιzah,food,
4260,guzar,custom,
4261,guzar,business patronage,
4262,guzar,duties in import,
4263,gə̄b gaʦun,vanish,
4264,gə̄b gaʦun,disappear,
4265,gə̄b gaʦun,fade away,
4266,gə̄b gaʦun,go,
4267,gə̄bat karān,to utter a slander about,
4268,gə̄bat karān,to defame,
4269,gə̄bat karān,to gossip,
4270,gə̄bat karān,a false and malicious statement about another,
4271,gə̄ḍʸ,car,
4272,gə̄ḍʸ,vehicle,
4273,gə̄ḍʸ,automobile,
4274,gə̄fil,negligent,
4275,gə̄fil,neglectful,
4276,gə̄fil,careless,
4277,gə̄liban,probably,
4278,gə̄liban,almost certainly,
4279,gə̄liban,most likely,
4280,gə̄liban,in all probability,
4281,gə̄liban,perhaps,
4282,gə̄nʸ,a whore,
4283,gə̄nʸ,a prostitute,
4284,gə̄rhə̄ⁿz,one who collects water chestnut,
4285,gāni,prostitutes,
4286,gə̄rfə̄nī,immortal,
4287,gə̄rfə̄nī,eternal,
4288,gə̄rfə̄nī,everlasting,
4289,gə̄rfə̄nī,never-ending,
4290,gə̄r-hə̄zir,absent,
4291,gə̄r-hə̄zir,not present,
4292,gə̄r-hə̄zir,missing,
4293,gə̄r-hə̄zir,not in attendance,
4294,gōⁿʦʰ,mustache,
4295,gͻʦ kʸum,silk-worm,
4296,guzār,burial place,
4297,guzār,last resting place,
4298,guzār,post,
4299,guzār,station,
4300,goḍιniy,at the very first,
4301,goḍιniy,first of all,
4302,garūr,haughtiness,
4303,garūr,arrogance,
4304,garūr,pride,
4305,ganḍ mιʦrāwun,to open a knot,
4306,ganḍ mιʦrāwun,unwrap,
4307,ganḍ mιʦrāwun,untie,
4308,ganḍ mιʦrāwun,unbolt,
4309,ganḍ mιʦrāwun,unlock,
4310,gagan,the atmosphere,
4311,gagan,sky,
4312,gagar dand,a human tooth which is very thin and sharp like that of rat,
4313,gah,shinning,
4314,gah,brightness,
4315,gahajār,shade,
4316,gahajār,dim illumination,
4317,gahun,to shine,
4318,gahun,be bright,
4319,gāl,a feeling of shame caused by another's actions,
4320,gālav,place in a boat in which luggage is stored,
4321,galdār,a grain-merchant,
4322,galdāren,either his wife or a female grain-merchant,
4323,gali pʰirun,to empty a jar by inverting it and pouring out the contents,
4324,galnāy,not molten,
4325,galnāy,not melted,
4326,galnāy,still unmelted,
4327,galnāy,not reduced to a liquid form (usually of metals exposed to heat),
4328,galtān,the receptacle in which the day's receipts of a shopkeeper are deposited,
4329,galtān,the till,
4330,gālιwun,a destroyer,
4331,galιboḍ,one who has naturally a loud voice,
4332,gāⁿgal gaʦʰin,in the course of one piece of work,
4333,gāⁿgal gaʦʰin,to forget about it and to become busily engaged in another work,
4334,galιwān,one who habitually bullies and shouts at other,
4335,gǝdʸ,a royal palace where the king transacts business,
4336,gǝdʸ,the royal court,
4337,galιwə̄n,one who habitually bullies and shouts at other,
4338,gāⁿgιlāwun,to interrupt one when he busily engaged in some work,
4339,gari,in the house,
4340,gari,at home,
4341,gardi gaʦʰun,to become dusty,
4342,garuk,produced in a house,
4343,garik,produced in a house,
4344,garik,the family,
4345,gāⁿgιlun,to have one's attention diverted from any work,
4346,gegιr,the upper open part of a pair of drawers or pāy-jāmas,
4347,gardenʸ ganḍ,a name given to the nape of the neck,
4348,garēbān,a collar,
4349,garēbān,the opening or neck of a garment,
4350,gārι,continued longing,
4351,gārι,unsatisfied even by obtaining the desired object,
4352,gǝjʸ ṭʰor,the cover of traditional fire opening,
4353,gǝkʰιrband,inarticulate noise or shouting,
4354,gǝkʰιr,inarticulate noise,
4355,gelʸ,hitting anything by throwing a stick at it,
4356,gēlʸ,a thick solid beam,
4357,gilan mārin,to turn,
4358,gilan mārin,to flaunt or flourish one's ornaments,
4359,gǝl gǝl gaʦʰun,humiliated by abuse,
4360,gǝl gǝl gaʦʰun,shyly,
4361,gǝlitʰ gaʦʰun,to be melted,
4362,gǝlitʰ gaʦʰun,to be humble or humiliated by abuse or fear,
4363,gilaṭʰ,palting (sliver or gold),
4364,gīdι,the excrement of a newly born child or other newly born animal,
4365,gīr gaʦʰun,met. to distress,
4366,gīr gaʦʰun,vex,
4367,gīr gaʦʰun,worry,
4368,gīr gaʦʰun,harass,
4369,gōhar,nature,
4370,gōhar,essence,
4371,gōhar,substance,
4372,gōhar,jewel,
4373,gol,the inside part of the corners of the mouth,
4374,gōl mōl,confusion,
4375,gōl mōl,jumble,
4376,gōl mōl,mess,
4377,golur,a swelling of the jowl or lower part of the cheek,
4378,gīrι rang,the colour of red ochre,
4379,gilιwun,to swindle,
4380,gōlι,a ball,
4381,gōlι,globe,
4382,gōrιbāy,the wife of a family priest,
4383,gujrenʸ,woman of a certain pastoral tribe which roams over the hills,
4384,gulēl,a pellet-bow,
4385,guhiy ambar,a pile of cow-dung,
4386,guhiy ambar,a dunghill,
4387,gujir,pastoral tribe which roams over the hills,
4388,gulnār,the flower of pomegranate,
4389,gul miyūṭʰ,a kiss on the forearm; or a gift fastened on the forearm of a child on the certain occasion like child birth,
4390,gul miyūṭʰ,wedding,
4391,gulnār,very red like flower of pomegranate,
4392,gulnār,crimson,
4393,gͻgι manzul,a child's swinging cot,
4394,gulubān,one who takes care of a herd of horses during pasturing,
4395,gulʸ ālιwǝn,to pass the hands over the head and face in order to pacify,
4396,gulʸ,name of a certain plant,
4397,gulʸ,Cichorium intybus,
4398,gulι,the act of churning or beating up by hand of two liquids together,
4399,gulι,the forearm,
4400,gulι,the arm between the elbow and the wrist,
4401,gulιwun,to roll something in the mouth,
4402,gurun,a young fish,
4403,gurun,any tiny fish,
4404,guhistān,the anus,
4405,gιhnāy,not ground,
4406,gιhnāy,not reduced to a fine powder,
4407,guh kʰonʸ,to eat ordure,
4408,guh kʰonʸ,to utter filthy lying words,
4409,gurʸ sawə̄r,horse ride,
4410,gol,the mouth of a jar,
4411,gol,opening of a bag,
4412,gol,entrance to a cave,
4413,gͻlāb ə̄rakʰ,rose=water,
4414,gͻlālι,the red poppy,
4415,gͻlālι,Papaver rhœas,
4416,gͻlə̄b,of the colour of a rose,
4417,gͻlə̄b,rosecoloured,
4418,gͻlə̄b,rosy,
4419,gͻlə̄b,pink,
4420,gə̄r wǝjib,improper,
4421,gə̄r wǝjib,unreasonable,
4422,gə̄r wǝjib,unjust,
4423,gə̄r wǝjib,wrong,
4424,gͻḍι,at first,
4425,gͻḍι,firstly,
4426,gə̄rι trāwun,to encompass,
4427,gə̄rι trāwun,surround,
4428,gə̄rι trāwun,walk round,
4429,gͻlur,the shell or skin of a walnut,
4430,gə̄rʸ,other,
4431,gə̄rʸ,different,
4432,gə̄rʸ,strange,
4433,gə̄rʸ,foreign,
4434,gͻrdə̄l,name of a certain fruit,
4435,gͻrdə̄l,a small apricot,
4436,habšī,negro,
4437,hagur,wheel,
4438,hajām,barber,
4439,hakə̄ni,true,
4440,hakə̄ni,factual,
4441,hakə̄ni,real,
4442,hakə̄ni,accurate,
4443,hakə̄ni,authentic,
4444,hakə̄ni,bona fide,
4445,hakə̄ni,correct,
4446,hak,duty,
4447,hak,responsibility,
4448,hak,obligation,
4449,hak,sense of duty,
4450,haftι,week,
4451,hakārat,scorn,
4452,hakārat,disrespect,
4453,hakārat,disapproval,
4454,hakārat,disdain,
4455,hakārat,contempt,
4456,hāk,vegetables,
4457,hāk,lattice leaf,
4458,hakʰdār āsun,deserve,
4459,hakʰdār āsun,be worthy of,
4460,hakʰdār āsun,ought to have,
4461,hakʰdār āsun,earn,
4462,hakīkat,reality,
4463,hakīkat,fact,
4464,hakīkat,actuality,
4465,hāl,hall,
4466,hakīr zanun,despise,
4467,hakīr zanun,hate,
4468,hakīr zanun,look down on,
4469,hakīr zanun,deride,
4470,hakīm,doctor,
4471,hakīm,physician,
4472,hǝkim,person in charge,
4473,hǝkim,organizer,
4474,hǝkim,chief,
4475,hǝkim,boss,
4476,hal,plough,
4477,hāl,condition,
4478,hāl,order,
4479,hāl,situation,
4480,hāl,state,
4481,hāl,form,
4482,hal,womb,
4483,halāl,legal,
4484,hālav,locust,
4485,hālat,condition,
4486,hālat,state,
4487,hālat,form,
4488,hālat,situation,
4489,hālat,circumstance,
4490,hālat,order,
4491,hālas,for present state,
4492,hālas,status,
4493,hālas,situation,
4494,hālas,condition,
4495,halwāy,confectioner,
4496,hālιhāl,recently,
4497,hālιhāl,freshly,
4498,hālιhāl,in recent times,
4499,hālιhāl,a moment ago,
4500,hālιhāl,lately,
4501,halīm,& adj. humbleness,
4502,halīm,humility,
4503,halīm,modesty,
4504,halīm,unassuming nature,
4505,ham umιr,equal in age,
4506,ham umιr,same in age,
4507,hamdardī,sympathy,
4508,hamdardī,kindness,
4509,hamdardī,compassion,
4510,hamdardī,empathy,
4511,hamdardī,understanding,
4512,hamām,& v. bath,
4513,hamām,wash,
4514,hamām,have a bath,
4515,hamām,bathe,
4516,hamām,shower,
4517,hamēšι,always,
4518,hamēšι,forever,
4519,hamēšι,eternally,
4520,hamēšι,endlessly,
4521,hamēšι,perpetually,
4522,hamēšι,continually,
4523,hāmī,defender,
4524,hāmī,protector,
4525,hāmī,guard,
4526,hāmī,warden,
4527,hāmī,guardian,
4528,hāmī,supporter,
4529,hamsāyih,neighbour,
4530,hamsāyih,fellow citizen,
4531,hamlι,assault,
4532,hamlι,physical attack,
4533,hamlι,attack,
4534,hamlι,beating,
4535,hand,name of wild herbal plant,
4536,hamtōl,pole,
4537,hana,less,
4538,hana,a lesser amount of,
4539,hana,not as much of,
4540,hana,fewer,
4541,hāⁿ-ḍūn,chestnut,
4542,hang-te-mang,accidentally,
4543,hang-te-mang,by chance,
4544,hang-te-mang,unintentionally,
4545,hang-te-mang,inadvertently,
4546,hang-te-mang,out of the blue,
4547,hāⁿgǝlʸ bacī,fawn,
4548,hāⁿgǝlʸ bacī,young deer,
4549,hāⁿgιj,snail,
4550,heng,horn,
4551,hāⁿgul,deer,
4552,hāⁿṭʰ,barren (woman),
4553,hāⁿṭʰ,infertile,
4554,hāⁿṭʰ,unproductive,
4555,hamud,thank,
4556,hamud,gratitude,
4557,hamud,recognition,
4558,hāⁿgal,deer,
4559,hāⁿkal,chain,
4560,hāⁿkal,sequence,
4561,hāⁿkal,group,
4562,hə̄ⁿz,boatman,
4563,hāⁿʦ,conviction,
4564,hāⁿʦ,guilty verdict,
4565,hāput,bear,
4566,hār,cowry,
4567,hār,failure,
4568,hār,not a success,
4569,hār,disappointment,
4570,har hamēšι,eternal,
4571,har hamēšι,ceaseless,
4572,har hamēšι,never-ending,
4573,har hamēšι,uninterrupted,
4574,har hamēšι,continual,
4575,hāpιʦ,bear,
4576,hār,June,
4577,harahιr karinʸ,to fight,
4578,harāmkə̄rī,fornication,
4579,harahar,fight,
4580,har,quarrel,
4581,har,fight,
4582,har,dispute,
4583,harfι-pat-harfι,verbatim,
4584,harfι-pat-harfι,word for word,
4585,harfι-pat-harfι,exactly,
4586,harfι-pat-harfι,literally,
4587,harfι-pat-harfι,accurately,
4588,hartāl,strike,
4589,harf ba harf,verbatim,
4590,harf ba harf,exactly,
4591,harf ba harf,word for word,
4592,harf ba harf,to the letter,
4593,harf,letter,
4594,harf,words,
4595,hardam,each time,
4596,hardam,every time,
4597,harkār,spy,
4598,harkār,secret agent,
4599,harkār,detective,
4600,hargah,otherwise,
4601,hargah,or else,
4602,hargah,if not,
4603,hārun,fail,
4604,hārun,disappointed,
4605,hargiz,in the least,
4606,hargiz,the least bit,
4607,hargiz,remotely,
